"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","US_retailPrice","thumbnailURL","imageURL"
1731,"Service Station",1984,"Fabuland","Junior",NA,"Normal",TRUE,52,2,"https://brickset.com/sets/3670-1",0,0,"{Not specified}","{Not specified}",20,"https://images.brickset.com/sets/small/3670-1.jpg","https://images.brickset.com/sets/images/3670-1.jpg"
1732,"Airport",1984,"Fabuland","Junior",NA,"Normal",TRUE,49,3,"https://brickset.com/sets/3671-1",0,0,"{Not specified}","{Not specified}",22.25,"https://images.brickset.com/sets/small/3671-1.jpg","https://images.brickset.com/sets/images/3671-1.jpg"
1757,"Tubby and Tuba",1984,"Fabuland","Junior",NA,"Normal",TRUE,4,1,"https://brickset.com/sets/3711-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3711-1.jpg","https://images.brickset.com/sets/images/3711-1.jpg"
1758,"Robby Rabbit",1984,"Fabuland","Junior",NA,"Normal",TRUE,4,1,"https://brickset.com/sets/3712-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3712-1.jpg","https://images.brickset.com/sets/images/3712-1.jpg"
1759,"Mike Monkey",1984,"Fabuland","Junior",NA,"Normal",TRUE,7,1,"https://brickset.com/sets/3713-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3713-1.jpg","https://images.brickset.com/sets/images/3713-1.jpg"
1816,"Constable Clarke",1984,"Fabuland","Junior",NA,"Normal",TRUE,5,1,"https://brickset.com/sets/3789-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3789-1.jpg","https://images.brickset.com/sets/images/3789-1.jpg"
1818,"Wally Walrus",1984,"Fabuland","Junior",NA,"Normal",TRUE,6,1,"https://brickset.com/sets/3791-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3791-1.jpg","https://images.brickset.com/sets/images/3791-1.jpg"
2980,"Supply Wagon",1984,"Castle","Historical","Lion Knights","Normal",TRUE,35,1,"https://brickset.com/sets/6010-1",3.9,12,"Box","Retail",3,"https://images.brickset.com/sets/small/6010-1.jpg","https://images.brickset.com/sets/images/6010-1.jpg"
2989,"Jousting Knights",1984,"Castle","Historical","Lion Knights","Normal",TRUE,37,2,"https://brickset.com/sets/6021-1",3.9,5,"Box","Retail",5.25,"https://images.brickset.com/sets/small/6021-1.jpg","https://images.brickset.com/sets/images/6021-1.jpg"
2990,"Horse Cart",1984,"Castle","Historical","Lion Knights","Normal",TRUE,42,2,"https://brickset.com/sets/6022-1",3.6,6,"Box","Retail",5,"https://images.brickset.com/sets/small/6022-1.jpg","https://images.brickset.com/sets/images/6022-1.jpg"
2998,"Catapult",1984,"Castle","Historical","Black Falcons","Normal",TRUE,83,2,"https://brickset.com/sets/6030-1",4.1,8,"Box","Retail",6,"https://images.brickset.com/sets/small/6030-1.jpg","https://images.brickset.com/sets/images/6030-1.jpg"
3009,"Blacksmith Shop",1984,"Castle","Historical","Lion Knights","Normal",TRUE,92,2,"https://brickset.com/sets/6040-1",4.3,8,"Box","Retail",9.25,"https://images.brickset.com/sets/small/6040-1.jpg","https://images.brickset.com/sets/images/6040-1.jpg"
3027,"Siege Tower",1984,"Castle","Historical","Lion Knights","Normal",TRUE,216,4,"https://brickset.com/sets/6061-1",4.1,6,"Box","Retail",17.5,"https://images.brickset.com/sets/small/6061-1.jpg","https://images.brickset.com/sets/images/6061-1.jpg"
3033,"Knight's Castle",1984,"Castle","Historical","Black Falcons","Normal",TRUE,410,6,"https://brickset.com/sets/6073-1",4.2,11,"Box","Retail",27,"https://images.brickset.com/sets/small/6073-1.jpg","https://images.brickset.com/sets/images/6073-1.jpg"
3043,"King's Castle",1984,"Castle","Historical","Lion Knights","Normal",TRUE,674,12,"https://brickset.com/sets/6080-1",4.6,15,"Box","Retail",52.75,"https://images.brickset.com/sets/small/6080-1.jpg","https://images.brickset.com/sets/images/6080-1.jpg"
4997,"Castle Figures",1984,"Castle","Historical","Accessories","Normal",TRUE,25,4,"https://brickset.com/sets/6103-2",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/6103-2.jpg","https://images.brickset.com/sets/images/6103-2.jpg"
3218,"Fire & Rescue Squad",1984,"Town","Modern day","Fire","Normal",TRUE,112,3,"https://brickset.com/sets/6366-1",3.9,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6366-1.jpg","https://images.brickset.com/sets/images/6366-1.jpg"
3219,"Semi Truck",1984,"Town","Modern day","Vehicles","Normal",TRUE,155,1,"https://brickset.com/sets/6367-1",4.3,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/6367-1.jpg","https://images.brickset.com/sets/images/6367-1.jpg"
3226,"Motorcycle Shop",1984,"Town","Modern day","Shops and Services","Normal",TRUE,171,2,"https://brickset.com/sets/6373-1",4.1,7,"Box","Retail",17.5,"https://images.brickset.com/sets/small/6373-1.jpg","https://images.brickset.com/sets/images/6373-1.jpg"
3247,"Cargo Center",1984,"Town","Modern day","Shops and Services","Normal",TRUE,553,5,"https://brickset.com/sets/6391-1",4.7,1,"Box","Retail - limited",43,"https://images.brickset.com/sets/small/6391-1.jpg","https://images.brickset.com/sets/images/6391-1.jpg"
3462,"Road Racer",1984,"Town","Modern day","Racing","Normal",TRUE,20,1,"https://brickset.com/sets/6605-1",3.2,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/6605-1.jpg","https://images.brickset.com/sets/images/6605-1.jpg"
3477,"Fire Truck",1984,"Town","Modern day","Fire","Normal",TRUE,38,1,"https://brickset.com/sets/6621-1",3.3,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/6621-1.jpg","https://images.brickset.com/sets/images/6621-1.jpg"
3478,"Mailman on Motorcycle",1984,"Town","Modern day","Postal","Normal",TRUE,26,2,"https://brickset.com/sets/6622-1",3.8,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/6622-1.jpg","https://images.brickset.com/sets/images/6622-1.jpg"
4925,"Construction Workers",1984,"Town","Modern day","Accessories","Normal",TRUE,20,4,"https://brickset.com/sets/6628-2",0,1,"Blister pack","Retail - limited",NA,"https://images.brickset.com/sets/small/6628-2.jpg","https://images.brickset.com/sets/images/6628-2.jpg"
3509,"Auto & Tire Repair",1984,"Town","Modern day","Shops and Services","Normal",TRUE,58,1,"https://brickset.com/sets/6655-1",3.8,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/6655-1.jpg","https://images.brickset.com/sets/images/6655-1.jpg"
3539,"Police Patrol Squad",1984,"Town","Modern day","Police","Normal",TRUE,77,2,"https://brickset.com/sets/6684-1",3.8,6,"Box","Retail",6.5,"https://images.brickset.com/sets/small/6684-1.jpg","https://images.brickset.com/sets/images/6684-1.jpg"
3541,"Backhoe",1984,"Town","Modern day","Construction","Normal",TRUE,88,1,"https://brickset.com/sets/6686-1",4,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/6686-1.jpg","https://images.brickset.com/sets/images/6686-1.jpg"
3549,"Car with Camper",1984,"Town","Modern day","Leisure","Normal",TRUE,109,2,"https://brickset.com/sets/6694-1",4.2,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/6694-1.jpg","https://images.brickset.com/sets/images/6694-1.jpg"
3550,"Tanker Truck",1984,"Town","Modern day","Vehicles","Normal",TRUE,106,1,"https://brickset.com/sets/6695-1",4,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/6695-1.jpg","https://images.brickset.com/sets/images/6695-1.jpg"
3551,"Fuel Tanker",1984,"Town","Modern day","Vehicles","Normal",TRUE,106,1,"https://brickset.com/sets/6696-1",0,3,"Box","Retail - limited",NA,"https://images.brickset.com/sets/small/6696-1.jpg","https://images.brickset.com/sets/images/6696-1.jpg"
3619,"Surface Rover",1984,"Space","Action/Adventure","Classic","Normal",TRUE,21,1,"https://brickset.com/sets/6804-1",3.6,4,"{Not specified}","{Not specified}",0.99,"https://images.brickset.com/sets/small/6804-1.jpg","https://images.brickset.com/sets/images/6804-1.jpg"
3638,"Space Dart I",1984,"Space","Action/Adventure","Classic","Normal",TRUE,48,1,"https://brickset.com/sets/6824-1",3.8,4,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6824-1.jpg","https://images.brickset.com/sets/images/6824-1.jpg"
3656,"Tri-Star Voyager",1984,"Space","Action/Adventure","Classic","Normal",TRUE,69,1,"https://brickset.com/sets/6846-1",4.2,5,"{Not specified}","{Not specified}",4.45,"https://images.brickset.com/sets/small/6846-1.jpg","https://images.brickset.com/sets/images/6846-1.jpg"
3670,"Star Patrol Launcher",1984,"Space","Action/Adventure","Classic","Normal",TRUE,70,2,"https://brickset.com/sets/6871-1",4,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6871-1.jpg","https://images.brickset.com/sets/images/6871-1.jpg"
3679,"Lunar Rocket Launcher",1984,"Space","Action/Adventure","Classic","Normal",TRUE,97,1,"https://brickset.com/sets/6881-1",4.1,2,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6881-1.jpg","https://images.brickset.com/sets/images/6881-1.jpg"
3712,"Uranium Search Vehicle",1984,"Space","Action/Adventure","Classic","Normal",TRUE,199,2,"https://brickset.com/sets/6928-1",4,3,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6928-1.jpg","https://images.brickset.com/sets/images/6928-1.jpg"
3726,"Robot Command Center",1984,"Space","Action/Adventure","Classic","Normal",TRUE,295,3,"https://brickset.com/sets/6951-1",4.4,8,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6951-1.jpg","https://images.brickset.com/sets/images/6951-1.jpg"
3741,"Inter-Galactic Command Base",1984,"Space","Action/Adventure","Classic","Normal",TRUE,328,3,"https://brickset.com/sets/6971-1",4.3,6,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/6971-1.jpg","https://images.brickset.com/sets/images/6971-1.jpg"
4098,"Universal Set",1984,"Technic","Technical","Universal","Normal",TRUE,119,NA,"https://brickset.com/sets/8020-1",3.9,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/8020-1.jpg","https://images.brickset.com/sets/images/8020-1.jpg"
4107,"Universal Set",1984,"Technic","Technical","Universal","Normal",TRUE,163,NA,"https://brickset.com/sets/8040-1",3.6,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/8040-1.jpg","https://images.brickset.com/sets/images/8040-1.jpg"
4485,"Fork-Lift Truck",1984,"Technic","Technical",NA,"Normal",TRUE,269,NA,"https://brickset.com/sets/8843-1",4,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/8843-1.jpg","https://images.brickset.com/sets/images/8843-1.jpg"
4494,"Excavator",1984,"Technic","Technical",NA,"Normal",TRUE,347,NA,"https://brickset.com/sets/8851-1",4.2,11,"Box","Retail",NA,"https://images.brickset.com/sets/small/8851-1.jpg","https://images.brickset.com/sets/images/8851-1.jpg"
4513,"Ideas Book",1984,"Books","Miscellaneous","LEGO","Book",TRUE,NA,NA,"https://brickset.com/sets/8889-1",0,4,"{Not specified}","{Not specified}",5,"https://images.brickset.com/sets/small/8889-1.jpg","https://images.brickset.com/sets/images/8889-1.jpg"
