"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","UK_retailPrice","height","width","depth","thumbnailURL","imageURL"
9777,"Helicopter",1986,"Basic","Basic","Universal Building Set","Normal",TRUE,24,1,"https://brickset.com/sets/390-1",0,0,"Box","Retail",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/390-1.jpg","https://images.brickset.com/sets/images/390-1.jpg"
23655,"Police Car",1986,"Basic","Basic",NA,"Normal",TRUE,21,1,"https://brickset.com/sets/391-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/391-2.jpg","https://images.brickset.com/sets/images/391-2.jpg"
9215,"Fire Engine",1986,"Basic","Basic",NA,"Normal",TRUE,23,1,"https://brickset.com/sets/392-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/392-2.jpg","https://images.brickset.com/sets/images/392-2.jpg"
23656,"Tow Truck",1986,"Basic","Basic",NA,"Normal",TRUE,29,1,"https://brickset.com/sets/393-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/393-2.jpg","https://images.brickset.com/sets/images/393-2.jpg"
4081,"Extra Bricks Red",1986,"Basic","Basic","Supplementaries","Normal",TRUE,62,NA,"https://brickset.com/sets/800-2",0,0,"{Not specified}","{Not specified}",NA,4.75,NA,NA,NA,NA,"https://images.brickset.com/sets/small/800-2.jpg","https://images.brickset.com/sets/images/800-2.jpg"
4092,"Extra Bricks Blue",1986,"Basic","Basic","Supplementaries","Normal",TRUE,82,NA,"https://brickset.com/sets/801-2",0,0,"{Not specified}","{Not specified}",NA,4.75,NA,NA,NA,NA,"https://images.brickset.com/sets/small/801-2.jpg","https://images.brickset.com/sets/images/801-2.jpg"
4097,"Extra Bricks White",1986,"Basic","Basic","Supplementaries","Normal",TRUE,30,NA,"https://brickset.com/sets/802-2",0,0,"{Not specified}","{Not specified}",NA,4.75,NA,NA,NA,NA,"https://images.brickset.com/sets/small/802-2.jpg","https://images.brickset.com/sets/images/802-2.jpg"
4101,"Extra Bricks Yellow",1986,"Basic","Basic","Supplementaries","Normal",TRUE,62,NA,"https://brickset.com/sets/803-1",0,0,"{Not specified}","{Not specified}",NA,4.75,NA,NA,NA,NA,"https://images.brickset.com/sets/small/803-1.jpg","https://images.brickset.com/sets/images/803-1.jpg"
4106,"Extra Bricks Black",1986,"Basic","Basic","Supplementaries","Normal",TRUE,62,NA,"https://brickset.com/sets/804-1",0,0,"{Not specified}","{Not specified}",NA,4.75,NA,NA,NA,NA,"https://images.brickset.com/sets/small/804-1.jpg","https://images.brickset.com/sets/images/804-1.jpg"
4110,"Extra Bricks Grey",1986,"Basic","Basic","Supplementaries","Normal",TRUE,62,NA,"https://brickset.com/sets/805-1",0,0,"{Not specified}","{Not specified}",NA,4.75,NA,NA,NA,NA,"https://images.brickset.com/sets/small/805-1.jpg","https://images.brickset.com/sets/images/805-1.jpg"
4114,"Extra Plates Blue",1986,"Basic","Basic","Supplementaries","Normal",TRUE,42,NA,"https://brickset.com/sets/806-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA
4117,"Extra Plates Red",1986,"Basic","Basic","Supplementaries","Normal",TRUE,42,NA,"https://brickset.com/sets/807-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA
