"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","height","width","depth","weight"
1490,"3381",1,"Sam Sinister",2003,"Adventurers","Historical","Orient Expedition","Normal",TRUE,5,1,"https://brickset.com/sets/3381-1",0,1,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/3381-1.jpg","https://images.brickset.com/sets/images/3381-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1491,"3382",1,"China Girl",2003,"Adventurers","Historical","Orient Expedition","Normal",TRUE,4,1,"https://brickset.com/sets/3382-1",0,2,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/3382-1.jpg","https://images.brickset.com/sets/images/3382-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1492,"3383",1,"Chef",2003,"World City","Modern day","Trains","Normal",TRUE,6,1,"https://brickset.com/sets/3383-1",0,3,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/3383-1.jpg","https://images.brickset.com/sets/images/3383-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1493,"3384",1,"Construction Worker",2003,"World City","Modern day","Trains","Normal",TRUE,4,1,"https://brickset.com/sets/3384-1",0,2,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/3384-1.jpg","https://images.brickset.com/sets/images/3384-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,"3385",1,"Train Conductor",2003,"World City","Modern day","Trains","Normal",TRUE,6,1,"https://brickset.com/sets/3385-1",0,4,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/3385-1.jpg","https://images.brickset.com/sets/images/3385-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,"3386",1,"Pepper Roni",2003,"Island Xtreme Stunts","Racing","Promotional","Normal",TRUE,4,1,"https://brickset.com/sets/3386-1",0,2,"Polybag","Promotional",5,"https://images.brickset.com/sets/small/3386-1.jpg","https://images.brickset.com/sets/images/3386-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1496,"3387",1,"Brickster",2003,"Island Xtreme Stunts","Racing","Promotional","Normal",TRUE,4,1,"https://brickset.com/sets/3387-1",0,2,"Polybag","Promotional",5,"https://images.brickset.com/sets/small/3387-1.jpg","https://images.brickset.com/sets/images/3387-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1497,"3388",1,"Beach Dude",2003,"Island Xtreme Stunts","Racing","Promotional","Normal",TRUE,4,1,"https://brickset.com/sets/3388-1",0,2,"Polybag","Promotional",5,"https://images.brickset.com/sets/small/3388-1.jpg","https://images.brickset.com/sets/images/3388-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1498,"3389",1,"Skater Boy",2003,"Sports","Modern day","Gravity Games","Normal",TRUE,5,1,"https://brickset.com/sets/3389-1",0,1,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/3389-1.jpg","https://images.brickset.com/sets/images/3389-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1499,"3390",1,"Street Basket",2003,"Sports","Modern day","Basketball","Normal",TRUE,5,1,"https://brickset.com/sets/3390-1",0,2,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/3390-1.jpg","https://images.brickset.com/sets/images/3390-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,"3391",1,"Dash the Diver",2003,"Alpha Team","Action/Adventure","Mission Deep Sea","Normal",TRUE,8,1,"https://brickset.com/sets/3391-1",0,1,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/3391-1.jpg","https://images.brickset.com/sets/images/3391-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9428,"3420",2,"Championship Challenge II (Bayern Munich FC Edition)",2003,"Sports","Modern day","Football","Normal",TRUE,389,12,"https://brickset.com/sets/3420-2",0,0,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9430,"3422",2,"Shoot 'n' Save (Bayern Munich FC Edition)",2003,"Sports","Modern day","Football","Normal",TRUE,110,2,"https://brickset.com/sets/3422-2",0,0,"Box","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528,"3427",1,"NBA Slam Dunk",2003,"Sports","Modern day","Basketball","Normal",TRUE,53,1,"https://brickset.com/sets/3427-1",3.1,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/3427-1.jpg","https://images.brickset.com/sets/images/3427-1.jpg",NA,NA,NA,NA,NA,NA,14.4,14.4,6,NA
1529,"3428",1,"One vs. One Action",2003,"Sports","Modern day","Basketball","Normal",TRUE,39,2,"https://brickset.com/sets/3428-1",0,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/3428-1.jpg","https://images.brickset.com/sets/images/3428-1.jpg",NA,NA,NA,NA,NA,NA,14.4,19.2,6,NA
1530,"3429",1,"Ultimate Defense",2003,"Sports","Modern day","Basketball","Normal",TRUE,82,2,"https://brickset.com/sets/3429-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/3429-1.jpg","https://images.brickset.com/sets/images/3429-1.jpg",NA,NA,NA,NA,NA,NA,19.2,19.2,6,NA
1531,"3430",1,"Spin & Shoot",2003,"Sports","Modern day","Basketball","Normal",TRUE,71,2,"https://brickset.com/sets/3430-1",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/3430-1.jpg","https://images.brickset.com/sets/images/3430-1.jpg",NA,NA,NA,NA,NA,NA,19.2,19.2,6,NA
1532,"3431",1,"Street Ball 2 vs. 2",2003,"Sports","Modern day","Basketball","Normal",TRUE,186,4,"https://brickset.com/sets/3431-1",3.8,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/3431-1.jpg","https://images.brickset.com/sets/images/3431-1.jpg",NA,NA,NA,NA,NA,NA,19.2,28.8,7.2,0.45
1533,"3432",1,"NBA Challenge",2003,"Sports","Modern day","Basketball","Normal",TRUE,451,10,"https://brickset.com/sets/3432-1",4.2,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/3432-1.jpg","https://images.brickset.com/sets/images/3432-1.jpg",NA,NA,NA,NA,NA,NA,28.8,48,9.6,1.18
1534,"3433",1,"The Ultimate NBA Arena",2003,"Sports","Modern day","Basketball","Normal",TRUE,491,10,"https://brickset.com/sets/3433-1",4.3,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/3433-1.jpg","https://images.brickset.com/sets/images/3433-1.jpg",NA,NA,NA,NA,NA,NA,38.4,48,11.4,NA
1538,"3440",1,"NBA Jam Session Co-Pack",2003,"Sports","Modern day","Basketball","Normal",TRUE,70,2,"https://brickset.com/sets/3440-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/3440-1.jpg","https://images.brickset.com/sets/images/3440-1.jpg",NA,NA,NA,NA,NA,NA,20.5,26.5,20,NA
1600,"3500",1,"Kobe Bryant",2003,"Sports","Modern day","Basketball","Normal",TRUE,4,1,"https://brickset.com/sets/3500-1",0,1,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/3500-1.jpg","https://images.brickset.com/sets/images/3500-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1610,"3511",1,"Funny Crocodile",2003,"Explore","Pre-school","Imagination","Normal",TRUE,16,NA,"https://brickset.com/sets/3511-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3511-1.jpg","https://images.brickset.com/sets/images/3511-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1611,"3512",1,"Funny Giraffe",2003,"Explore","Pre-school","Imagination","Normal",TRUE,21,NA,"https://brickset.com/sets/3512-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3512-1.jpg","https://images.brickset.com/sets/images/3512-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1612,"3513",1,"Funny Lion",2003,"Explore","Pre-school","Imagination","Normal",TRUE,23,NA,"https://brickset.com/sets/3513-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3513-1.jpg","https://images.brickset.com/sets/images/3513-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1613,"3514",1,"Rhino and Lion",2003,"Explore","Pre-school","Imagination","Normal",TRUE,30,NA,"https://brickset.com/sets/3514-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3514-1.jpg","https://images.brickset.com/sets/images/3514-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1614,"3515",1,"African Adventures",2003,"Explore","Pre-school","Imagination","Normal",TRUE,52,NA,"https://brickset.com/sets/3515-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3515-1.jpg","https://images.brickset.com/sets/images/3515-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1615,"3517",1,"Blue Deer",2003,"Explore","Pre-school","Imagination","Normal",TRUE,10,NA,"https://brickset.com/sets/3517-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3517-1.jpg","https://images.brickset.com/sets/images/3517-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1616,"3518",1,"Yellow Duck",2003,"Explore","Pre-school","Imagination","Normal",TRUE,11,NA,"https://brickset.com/sets/3518-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3518-1.jpg","https://images.brickset.com/sets/images/3518-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,"3519",1,"Green Parrot",2003,"Explore","Pre-school","Imagination","Normal",TRUE,10,NA,"https://brickset.com/sets/3519-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3519-1.jpg","https://images.brickset.com/sets/images/3519-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1620,"3529",1,"Pau Gasol",2003,"Sports","Modern day","Basketball","Normal",TRUE,4,1,"https://brickset.com/sets/3529-1",0,0,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/3529-1.jpg","https://images.brickset.com/sets/images/3529-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1621,"3530",1,"Tony Parker",2003,"Sports","Modern day","Basketball","Normal",TRUE,4,1,"https://brickset.com/sets/3530-1",0,0,"Polybag","Promotional",NA,"https://images.brickset.com/sets/small/3530-1.jpg","https://images.brickset.com/sets/images/3530-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1624,"3535",1,"Skateboard Street Park",2003,"Sports","Modern day","Gravity Games","Normal",TRUE,69,1,"https://brickset.com/sets/3535-1",3.7,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/3535-1.jpg","https://images.brickset.com/sets/images/3535-1.jpg",NA,NA,NA,NA,NA,NA,14.4,14.4,4.8,NA
1625,"3536",1,"Snowboard Big Air Comp",2003,"Sports","Modern day","Gravity Games","Normal",TRUE,82,1,"https://brickset.com/sets/3536-1",3.5,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/3536-1.jpg","https://images.brickset.com/sets/images/3536-1.jpg",NA,NA,NA,NA,NA,NA,19.2,19.2,9.6,NA
1626,"3537",1,"Skateboard Vert Park Challenge",2003,"Sports","Modern day","Gravity Games","Normal",TRUE,88,2,"https://brickset.com/sets/3537-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/3537-1.jpg","https://images.brickset.com/sets/images/3537-1.jpg",NA,NA,NA,NA,NA,NA,19.2,28.8,7.2,NA
1627,"3538",1,"Snowboard Boarder Cross Race",2003,"Sports","Modern day","Gravity Games","Normal",TRUE,195,2,"https://brickset.com/sets/3538-1",4,6,"Box","Retail",NA,"https://images.brickset.com/sets/small/3538-1.jpg","https://images.brickset.com/sets/images/3538-1.jpg",NA,NA,NA,NA,NA,NA,28.8,38.4,7.2,NA
1628,"3540",1,"Puck Passer",2003,"Sports","Modern day","Hockey","Normal",TRUE,44,NA,"https://brickset.com/sets/3540-1",0,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/3540-1.jpg","https://images.brickset.com/sets/images/3540-1.jpg",NA,NA,NA,NA,NA,NA,18.4,8.8,8.8,NA
1629,"3541",1,"Slap Shot",2003,"Sports","Modern day","Hockey","Normal",TRUE,45,NA,"https://brickset.com/sets/3541-1",0,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/3541-1.jpg","https://images.brickset.com/sets/images/3541-1.jpg",NA,NA,NA,NA,NA,NA,18.4,8.8,8.8,NA
1630,"3542",1,"Flip Shot",2003,"Sports","Modern day","Hockey","Normal",TRUE,46,NA,"https://brickset.com/sets/3542-1",2.9,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/3542-1.jpg","https://images.brickset.com/sets/images/3542-1.jpg",NA,NA,NA,NA,NA,NA,18.4,8.8,8.8,NA
1631,"3543",1,"Slammer Goalie",2003,"Sports","Modern day","Hockey","Normal",TRUE,45,NA,"https://brickset.com/sets/3543-1",3.1,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/3543-1.jpg","https://images.brickset.com/sets/images/3543-1.jpg",NA,NA,NA,NA,NA,NA,18.4,8.8,8.8,NA
1632,"3544",1,"Game Set",2003,"Sports","Modern day","Hockey","Normal",TRUE,154,NA,"https://brickset.com/sets/3544-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/3544-1.jpg","https://images.brickset.com/sets/images/3544-1.jpg",NA,NA,NA,NA,NA,NA,19.2,28.8,6,NA
1633,"3545",1,"Puck Feeder",2003,"Sports","Modern day","Hockey","Normal",TRUE,152,NA,"https://brickset.com/sets/3545-1",0,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/3545-1.jpg","https://images.brickset.com/sets/images/3545-1.jpg",NA,NA,NA,NA,NA,NA,19.2,28.8,7.2,NA
1634,"3548",1,"Slam Dunk Trainer",2003,"Sports","Modern day","Basketball","Normal",TRUE,19,1,"https://brickset.com/sets/3548-1",2.6,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/3548-1.jpg","https://images.brickset.com/sets/images/3548-1.jpg",NA,NA,NA,NA,NA,NA,14.4,9.6,3.9,NA
33952,"3548",2,"Slam Dunk Trainer (Kabaya Co-Pack)",2003,"Sports","Modern day","Basketball","Collection",TRUE,19,1,"https://brickset.com/sets/3548-2",0,0,"Shrink-wrapped","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,9.6,3.9,NA
1635,"3549",1,"Practice Shooting",2003,"Sports","Modern day","Basketball","Normal",TRUE,17,1,"https://brickset.com/sets/3549-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/3549-1.jpg","https://images.brickset.com/sets/images/3549-1.jpg",NA,NA,NA,NA,NA,NA,14.4,9.6,3.9,NA
33953,"3549",2,"Practice Shooting (Kabaya Co-Pack)",2003,"Sports","Modern day","Basketball","Collection",TRUE,17,1,"https://brickset.com/sets/3549-2",0,0,"Shrink-wrapped","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,9.6,3.9,NA
1637,"3550",1,"Jump and Shoot",2003,"Sports","Modern day","Basketball","Normal",TRUE,17,1,"https://brickset.com/sets/3550-1",2.7,5,"Box","Retail",NA,"https://images.brickset.com/sets/small/3550-1.jpg","https://images.brickset.com/sets/images/3550-1.jpg",NA,NA,NA,NA,NA,NA,14.4,9.6,3.9,NA
33954,"3550",2,"Jump and Shoot (Kabaya Co-Pack)",2003,"Sports","Modern day","Basketball","Collection",TRUE,17,1,"https://brickset.com/sets/3550-2",0,0,"Shrink-wrapped","Retail - limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,9.6,3.9,NA
1642,"3557",1,"Blue Player and Goal",2003,"Sports","Modern day","Hockey","Normal",TRUE,33,NA,"https://brickset.com/sets/3557-1",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/3557-1.jpg","https://images.brickset.com/sets/images/3557-1.jpg",NA,NA,NA,NA,NA,NA,14.4,9.6,3.9,NA
1643,"3558",1,"Red Player and Goal",2003,"Sports","Modern day","Hockey","Normal",TRUE,33,NA,"https://brickset.com/sets/3558-1",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/3558-1.jpg","https://images.brickset.com/sets/images/3558-1.jpg",NA,NA,NA,NA,NA,NA,14.4,9.6,3.9,NA
1644,"3559",1,"Red and Blue Player",2003,"Sports","Modern day","Hockey","Normal",TRUE,40,NA,"https://brickset.com/sets/3559-1",0,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/3559-1.jpg","https://images.brickset.com/sets/images/3559-1.jpg",NA,NA,NA,NA,NA,NA,14.4,9.6,3.9,NA
1645,"3560",1,"NBA Collectors #1",2003,"Sports","Modern day","Basketball","Normal",TRUE,12,3,"https://brickset.com/sets/3560-1",0,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/3560-1.jpg","https://images.brickset.com/sets/images/3560-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,"3561",1,"NBA Collectors #2",2003,"Sports","Modern day","Basketball","Normal",TRUE,12,3,"https://brickset.com/sets/3561-1",3.9,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/3561-1.jpg","https://images.brickset.com/sets/images/3561-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1647,"3562",1,"NBA Collectors #3",2003,"Sports","Modern day","Basketball","Normal",TRUE,13,3,"https://brickset.com/sets/3562-1",0,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/3562-1.jpg","https://images.brickset.com/sets/images/3562-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1648,"3563",1,"NBA Collectors #4",2003,"Sports","Modern day","Basketball","Normal",TRUE,12,3,"https://brickset.com/sets/3563-1",0,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/3563-1.jpg","https://images.brickset.com/sets/images/3563-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1649,"3564",1,"NBA Collectors #5",2003,"Sports","Modern day","Basketball","Normal",TRUE,12,3,"https://brickset.com/sets/3564-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/3564-1.jpg","https://images.brickset.com/sets/images/3564-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,"3565",1,"NBA Collectors #6",2003,"Sports","Modern day","Basketball","Normal",TRUE,12,3,"https://brickset.com/sets/3565-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/3565-1.jpg","https://images.brickset.com/sets/images/3565-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,"3566",1,"NBA Collectors #7",2003,"Sports","Modern day","Basketball","Normal",TRUE,12,3,"https://brickset.com/sets/3566-1",0,0,"Box","Retail",NA,"https://images.brickset.com/sets/small/3566-1.jpg","https://images.brickset.com/sets/images/3566-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1652,"3567",1,"NBA Collectors #8",2003,"Sports","Modern day","Basketball","Normal",TRUE,12,3,"https://brickset.com/sets/3567-1",0,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/3567-1.jpg","https://images.brickset.com/sets/images/3567-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658,"3584",1,"Rapid Return",2003,"Sports","Modern day","Basketball","Normal",TRUE,47,1,"https://brickset.com/sets/3584-1",0,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/3584-1.jpg","https://images.brickset.com/sets/images/3584-1.jpg",NA,NA,NA,NA,NA,NA,14.4,14.4,6,NA
1659,"3585",1,"Snowboard Super Pipe",2003,"Sports","Modern day","Gravity Games","Normal",TRUE,227,2,"https://brickset.com/sets/3585-1",0,4,"Box","Retail",NA,"https://images.brickset.com/sets/small/3585-1.jpg","https://images.brickset.com/sets/images/3585-1.jpg",NA,NA,NA,NA,NA,NA,28.8,48,11.4,NA
1660,"3586",1,"Stunt Plane",2003,"Explore","Pre-school","Logic","Normal",TRUE,9,1,"https://brickset.com/sets/3586-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3586-1.jpg","https://images.brickset.com/sets/images/3586-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,"3587",1,"Mini Dozer",2003,"Explore","Pre-school","Logic","Normal",TRUE,15,1,"https://brickset.com/sets/3587-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/3587-1.jpg","https://images.brickset.com/sets/images/3587-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
