"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","thumbnailURL","imageURL","US_retailPrice","US_dateFirstAvailable","US_dateLastAvailable","UK_retailPrice","UK_dateFirstAvailable","UK_dateLastAvailable","CA_retailPrice","CA_dateFirstAvailable","CA_dateLastAvailable","weight"
4108,"8042",1,"Multi Model Pneumatic Set",1993,"Technic","Technical","Universal","Normal",TRUE,230,NA,"https://brickset.com/sets/8042-1",4.1,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/8042-1.jpg","https://images.brickset.com/sets/images/8042-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4120,"8082",1,"Multi Model Control Set",1993,"Technic","Technical","Universal","Normal",TRUE,459,NA,"https://brickset.com/sets/8082-1",4,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/8082-1.jpg","https://images.brickset.com/sets/images/8082-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4437,"8714",1,"The LEGO Technic Guys",1993,"Technic","Technical","Supplementary","Normal",TRUE,9,3,"https://brickset.com/sets/8714-1",3.8,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/8714-1.jpg","https://images.brickset.com/sets/images/8714-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4468,"8818",1,"Dune Buggy",1993,"Technic","Technical",NA,"Normal",TRUE,120,NA,"https://brickset.com/sets/8818-1",3.7,1,"Box","Retail",NA,"https://images.brickset.com/sets/small/8818-1.jpg","https://images.brickset.com/sets/images/8818-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4470,"8824",1,"Hovercraft",1993,"Technic","Technical",NA,"Normal",TRUE,194,NA,"https://brickset.com/sets/8824-1",3.5,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/8824-1.jpg","https://images.brickset.com/sets/images/8824-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4501,"8857",1,"Street Chopper",1993,"Technic","Technical",NA,"Normal",TRUE,409,NA,"https://brickset.com/sets/8857-1",3.9,2,"Box","Retail",NA,"https://images.brickset.com/sets/small/8857-1.jpg","https://images.brickset.com/sets/images/8857-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4510,"8872",1,"Forklift Transporter",1993,"Technic","Technical",NA,"Normal",TRUE,763,NA,"https://brickset.com/sets/8872-1",4,3,"Box","Retail",NA,"https://images.brickset.com/sets/small/8872-1.jpg","https://images.brickset.com/sets/images/8872-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4840,"9090",1,"XL Duplo Bulk Set",1993,"Dacta","Educational","Duplo","Normal",TRUE,550,8,"https://brickset.com/sets/9090-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/9090-1.jpg","https://images.brickset.com/sets/images/9090-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.02
8000,"9364",1,"Hospital",1993,"Dacta","Educational",NA,"Normal",TRUE,522,19,"https://brickset.com/sets/9364-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/9364-1.jpg","https://images.brickset.com/sets/images/9364-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8001,"9365",1,"Community Vehicles",1993,"Dacta","Educational",NA,"Normal",TRUE,739,13,"https://brickset.com/sets/9365-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/9365-1.jpg","https://images.brickset.com/sets/images/9365-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4894,"9610",1,"Gears Set",1993,"Dacta","Educational","Technic","Normal",TRUE,67,2,"https://brickset.com/sets/9610-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/9610-1.jpg","https://images.brickset.com/sets/images/9610-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4895,"9612",1,"Levers Set",1993,"Dacta","Educational","Technic","Normal",TRUE,62,NA,"https://brickset.com/sets/9612-1",0,0,"{Not specified}","{Not specified}",NA,"https://images.brickset.com/sets/small/9612-1.jpg","https://images.brickset.com/sets/images/9612-1.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
