"setID","number","numberVariant","name","year","theme","themeGroup","subtheme","category","released","pieces","bricksetURL","rating","reviewCount","packagingType","availability","thumbnailURL","imageURL"
7706,"17",2,"Airport",1973,"Minitalia","Vintage",NA,"Normal",TRUE,NA,"https://brickset.com/sets/17-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/17-2.jpg","https://images.brickset.com/sets/images/17-2.jpg"
7531,"020",2,"Building Set",1973,"Duplo","Pre-school",NA,"Normal",TRUE,25,"https://brickset.com/sets/020-2",0,0,"{Not specified}","{Not specified}",NA,NA
7532,"030",2,"Building Set",1973,"Duplo","Pre-school",NA,"Normal",TRUE,29,"https://brickset.com/sets/030-2",0,0,"{Not specified}","{Not specified}",NA,NA
7711,"30",2,"Small ship",1973,"Minitalia","Vintage",NA,"Normal",TRUE,26,"https://brickset.com/sets/30-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/30-2.jpg","https://images.brickset.com/sets/images/30-2.jpg"
7712,"31",1,"Medium ship",1973,"Minitalia","Vintage",NA,"Normal",TRUE,39,"https://brickset.com/sets/31-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/31-1.jpg","https://images.brickset.com/sets/images/31-1.jpg"
7713,"32",2,"Large ship",1973,"Minitalia","Vintage",NA,"Normal",TRUE,57,"https://brickset.com/sets/32-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/32-2.jpg","https://images.brickset.com/sets/images/32-2.jpg"
5265,"105",2,"Building Set",1973,"Universal Building Set","Basic",NA,"Normal",TRUE,149,"https://brickset.com/sets/105-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/105-2.jpg","https://images.brickset.com/sets/images/105-2.jpg"
5266,"115",1,"Building Set",1973,"Universal Building Set","Basic",NA,"Normal",TRUE,190,"https://brickset.com/sets/115-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/115-1.jpg","https://images.brickset.com/sets/images/115-1.jpg"
5237,"135",1,"Building Set",1973,"Universal Building Set","Basic",NA,"Normal",TRUE,338,"https://brickset.com/sets/135-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/135-1.jpg","https://images.brickset.com/sets/images/135-1.jpg"
5186,"221",1,"Idea Book No. 1",1973,"Books","Miscellaneous","LEGO","Book",TRUE,NA,"https://brickset.com/sets/221-1",0,2,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/221-1.jpg","https://images.brickset.com/sets/images/221-1.jpg"
7536,"270",2,"Grandfather Clock, Chair and Table",1973,"Homemaker","Vintage",NA,"Normal",TRUE,47,"https://brickset.com/sets/270-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/270-2.jpg","https://images.brickset.com/sets/images/270-2.jpg"
7537,"271",1,"Baby's Cot and Cabinet",1973,"Homemaker","Vintage",NA,"Normal",TRUE,49,"https://brickset.com/sets/271-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/271-1.jpg","https://images.brickset.com/sets/images/271-1.jpg"
7538,"272",1,"Dressing Table with Mirror",1973,"Homemaker","Vintage",NA,"Normal",TRUE,32,"https://brickset.com/sets/272-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/272-1.jpg","https://images.brickset.com/sets/images/272-1.jpg"
7539,"273",1,"Bureau",1973,"Homemaker","Vintage",NA,"Normal",TRUE,23,"https://brickset.com/sets/273-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/273-1.jpg","https://images.brickset.com/sets/images/273-1.jpg"
7540,"290",2,"Dining Suite",1973,"Homemaker","Vintage",NA,"Normal",TRUE,114,"https://brickset.com/sets/290-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/290-2.jpg","https://images.brickset.com/sets/images/290-2.jpg"
7947,"291",1,"Blackboard and School Desk",1973,"Homemaker","Vintage",NA,"Normal",TRUE,90,"https://brickset.com/sets/291-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/291-1.jpg","https://images.brickset.com/sets/images/291-1.jpg"
7948,"292",1,"Kitchen Sink and Cupboards",1973,"Homemaker","Vintage",NA,"Normal",TRUE,59,"https://brickset.com/sets/292-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/292-1.jpg","https://images.brickset.com/sets/images/292-1.jpg"
7949,"293",1,"Piano",1973,"Homemaker","Vintage",NA,"Normal",TRUE,131,"https://brickset.com/sets/293-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/293-1.jpg","https://images.brickset.com/sets/images/293-1.jpg"
6695,"310",3,"Tugboat",1973,"LEGOLAND","Vintage","Boats","Normal",TRUE,183,"https://brickset.com/sets/310-3",0,0,"Box","Retail","https://images.brickset.com/sets/small/310-3.jpg","https://images.brickset.com/sets/images/310-3.jpg"
7950,"311",1,"Ferry",1973,"LEGOLAND","Vintage","Boats","Normal",TRUE,83,"https://brickset.com/sets/311-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/311-1.jpg","https://images.brickset.com/sets/images/311-1.jpg"
5104,"312",3,"Cargo Ship",1973,"LEGOLAND","Vintage","Boats","Normal",TRUE,59,"https://brickset.com/sets/312-3",0,1,"Box","Retail","https://images.brickset.com/sets/small/312-3.jpg","https://images.brickset.com/sets/images/312-3.jpg"
6021,"356",1,"Italian Villa",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,150,"https://brickset.com/sets/356-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/356-1.jpg","https://images.brickset.com/sets/images/356-1.jpg"
6483,"357",1,"Legoland Fire House",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,218,"https://brickset.com/sets/357-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/357-1.jpg","https://images.brickset.com/sets/images/357-1.jpg"
6022,"358",1,"Rocket Base",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,276,"https://brickset.com/sets/358-1",4.3,1,"Box","Retail","https://images.brickset.com/sets/small/358-1.jpg","https://images.brickset.com/sets/images/358-1.jpg"
6730,"381",1,"Lorry and Fork Lift Truck",1973,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,86,"https://brickset.com/sets/381-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/381-1.jpg","https://images.brickset.com/sets/images/381-1.jpg"
7943,"382",1,"Breakdown Truck and Car",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,91,"https://brickset.com/sets/382-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/382-1.jpg","https://images.brickset.com/sets/images/382-1.jpg"
7951,"383",1,"Truck with Excavator",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,112,"https://brickset.com/sets/383-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/383-1.jpg","https://images.brickset.com/sets/images/383-1.jpg"
5407,"384",1,"London Bus",1973,"LEGOLAND","Vintage","Town","Normal",TRUE,110,"https://brickset.com/sets/384-1",4,2,"Box","Retail","https://images.brickset.com/sets/small/384-1.jpg","https://images.brickset.com/sets/images/384-1.jpg"
5232,"410",1,"Payloader",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,26,"https://brickset.com/sets/410-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/410-1.jpg","https://images.brickset.com/sets/images/410-1.jpg"
6729,"420",1,"Police Car",1973,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,19,"https://brickset.com/sets/420-1",3.2,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/420-1.jpg","https://images.brickset.com/sets/images/420-1.jpg"
7955,"450",1,"Fork lift",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,46,"https://brickset.com/sets/450-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/450-1.jpg","https://images.brickset.com/sets/images/450-1.jpg"
7956,"460",1,"Rescue Units",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,42,"https://brickset.com/sets/460-1",0,1,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/460-1.jpg","https://images.brickset.com/sets/images/460-1.jpg"
9360,"508",2,"Kindergarten Set",1973,"Duplo","Pre-school",NA,"Normal",TRUE,NA,"https://brickset.com/sets/508-2",0,0,"Box","Retail",NA,NA
7944,"515",2,"Building set",1973,"Duplo","Pre-school",NA,"Normal",TRUE,31,"https://brickset.com/sets/515-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/515-2.jpg","https://images.brickset.com/sets/images/515-2.jpg"
7960,"540",3,"Swiss villa",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,155,"https://brickset.com/sets/540-3",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/540-3.jpg","https://images.brickset.com/sets/images/540-3.jpg"
7957,"545",2,"Conveyor Station",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,173,"https://brickset.com/sets/545-2",0,0,"Box","Retail","https://images.brickset.com/sets/small/545-2.jpg","https://images.brickset.com/sets/images/545-2.jpg"
7551,"560",2,"Police Heliport",1973,"LEGOLAND","Vintage","Building","Normal",TRUE,166,"https://brickset.com/sets/560-2",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/560-2.jpg","https://images.brickset.com/sets/images/560-2.jpg"
5283,"570",1,"Fire House",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,218,"https://brickset.com/sets/570-1",0,1,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/570-1.jpg","https://images.brickset.com/sets/images/570-1.jpg"
7952,"610",1,"Vintage car",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,41,"https://brickset.com/sets/610-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/610-1.jpg","https://images.brickset.com/sets/images/610-1.jpg"
6696,"611",1,"Police Car",1973,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,19,"https://brickset.com/sets/611-1",3.7,4,"Box","Retail","https://images.brickset.com/sets/small/611-1.jpg","https://images.brickset.com/sets/images/611-1.jpg"
6175,"653",1,"Ambulance and Helicopter",1973,"LEGOLAND","Vintage","Vehicle","Normal",TRUE,37,"https://brickset.com/sets/653-1",3.3,1,"Box","Retail","https://images.brickset.com/sets/small/653-1.jpg","https://images.brickset.com/sets/images/653-1.jpg"
7954,"654",1,"Crane Truck",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,36,"https://brickset.com/sets/654-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/654-1.jpg","https://images.brickset.com/sets/images/654-1.jpg"
7953,"655",1,"Mobile Hydraulic Hoist",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,36,"https://brickset.com/sets/655-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/655-1.jpg","https://images.brickset.com/sets/images/655-1.jpg"
6334,"686",1,"Digger and Tippers",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,70,"https://brickset.com/sets/686-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/686-1.jpg","https://images.brickset.com/sets/images/686-1.jpg"
5097,"687",1,"Caravelle Aeroplane",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,49,"https://brickset.com/sets/687-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/687-1.jpg","https://images.brickset.com/sets/images/687-1.jpg"
6335,"688",1,"Shell Tanker",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,63,"https://brickset.com/sets/688-1",0,1,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/688-1.jpg","https://images.brickset.com/sets/images/688-1.jpg"
5235,"710",1,"Wrecker with Car",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,89,"https://brickset.com/sets/710-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/710-1.jpg","https://images.brickset.com/sets/images/710-1.jpg"
5236,"730",1,"Steam Shovel with Carrier",1973,"LEGOLAND","Vintage",NA,"Normal",TRUE,101,"https://brickset.com/sets/730-1",0,1,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/730-1.jpg","https://images.brickset.com/sets/images/730-1.jpg"
7958,"900",1,"Universal Motor Set",1973,"Basic","Basic",NA,"Normal",TRUE,32,"https://brickset.com/sets/900-1",0,1,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/900-1.jpg","https://images.brickset.com/sets/images/900-1.jpg"
4534,"930",1,"Red Bricks",1973,"Basic","Basic","Supplementaries","Normal",TRUE,45,"https://brickset.com/sets/930-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/930-1.jpg","https://images.brickset.com/sets/images/930-1.jpg"
4536,"931",1,"White Bricks",1973,"Basic","Basic","Supplementaries","Normal",TRUE,45,"https://brickset.com/sets/931-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/931-1.jpg","https://images.brickset.com/sets/images/931-1.jpg"
4537,"932",1,"Blue and Yellow Bricks",1973,"Basic","Basic","Supplementaries","Normal",TRUE,45,"https://brickset.com/sets/932-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/932-1.jpg","https://images.brickset.com/sets/images/932-1.jpg"
4538,"933",1,"Doors and Windows",1973,"Basic","Basic","Supplementaries","Normal",TRUE,38,"https://brickset.com/sets/933-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/933-1.jpg","https://images.brickset.com/sets/images/933-1.jpg"
4539,"934",1,"Roof Bricks, 45°",1973,"Basic","Basic","Supplementaries","Normal",TRUE,55,"https://brickset.com/sets/934-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/934-1.jpg","https://images.brickset.com/sets/images/934-1.jpg"
4540,"935",1,"Roof Bricks, 33°",1973,"Basic","Basic","Supplementaries","Normal",TRUE,43,"https://brickset.com/sets/935-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/935-1.jpg","https://images.brickset.com/sets/images/935-1.jpg"
4541,"936",1,"Wheels and Tyres",1973,"Basic","Basic","Supplementaries","Normal",TRUE,20,"https://brickset.com/sets/936-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/936-1.jpg","https://images.brickset.com/sets/images/936-1.jpg"
4542,"937",1,"Doors and Fences",1973,"Basic","Basic","Supplementaries","Normal",TRUE,34,"https://brickset.com/sets/937-1",0,1,"Box","Retail","https://images.brickset.com/sets/small/937-1.jpg","https://images.brickset.com/sets/images/937-1.jpg"
4543,"938",1,"Hinges and Turntables",1973,"Basic","Basic","Supplementaries","Normal",TRUE,17,"https://brickset.com/sets/938-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/938-1.jpg","https://images.brickset.com/sets/images/938-1.jpg"
4544,"939",1,"Flags, Trees and Road Signs",1973,"Basic","Basic","Supplementaries","Normal",TRUE,19,"https://brickset.com/sets/939-1",0,0,"Box","Retail","https://images.brickset.com/sets/small/939-1.jpg","https://images.brickset.com/sets/images/939-1.jpg"
7945,"940",1,"Flags, Signs and Trees",1973,"Basic","Basic","Supplementaries","Normal",TRUE,33,"https://brickset.com/sets/940-1",0,0,"{Not specified}","{Not specified}","https://images.brickset.com/sets/small/940-1.jpg","https://images.brickset.com/sets/images/940-1.jpg"
22706,"SAMSONITE",12,"88 Piece Set",1973,"Samsonite","Vintage","Basic set","Other",TRUE,88,"https://brickset.com/sets/SAMSONITE-12",0,0,"Box","{Not specified}","https://images.brickset.com/sets/small/SAMSONITE-12.jpg","https://images.brickset.com/sets/images/SAMSONITE-12.jpg"
